name,poi_id,osm_way_id,osm_relation_id,building,amenity,geometry,centroid
,3603,726890705,,house,,"POLYGON ((-2.2220299 53.4872904, -2.2219461 53.4872007, -2.222093 53.4871521, -2.2221768 53.4872418, -2.2220299 53.4872904))",POINT (-2.22206145 53.48722125)
,3604,726890706,,house,,"POLYGON ((-2.2218365 53.4868989, -2.2216668 53.4869594, -2.2215562 53.4868495, -2.221726 53.486789, -2.2218365 53.4868989))",POINT (-2.221696367628269 53.48687419723215)
,3605,726890707,,house,,"POLYGON ((-2.2215129 53.4868097, -2.2213838 53.4866846, -2.2215419 53.4866268, -2.221671 53.4867519, -2.2215129 53.4868097))",POINT (-2.2215274 53.48671825)
,3606,726890708,,house,,"POLYGON ((-2.2213057 53.4865537, -2.221224 53.4864831, -2.2213594 53.4864277, -2.221441 53.4864983, -2.2213057 53.4865537))",POINT (-2.221332517149794 53.48649069886641)
,3607,726890709,,house,,"POLYGON ((-2.2212215 53.4865893, -2.221084 53.4866538, -2.2209917 53.4865842, -2.2211292 53.4865197, -2.2212215 53.4865893))",POINT (-2.2211066 53.48658675)
,3608,726890710,,house,,"POLYGON ((-2.2210275 53.4866931, -2.2209297 53.4867533, -2.2208316 53.4866969, -2.2209293 53.4866367, -2.2210275 53.4866931))",POINT (-2.220929533332224 53.48669499967672)
,3609,726890711,,house,,"POLYGON ((-2.2208474 53.4867961, -2.2207336 53.4868795, -2.2206263 53.4868277, -2.2207401 53.4867443, -2.2208474 53.4867961))",POINT (-2.22073685 53.48681189999999)
,3610,726890712,,house,,"POLYGON ((-2.2206959 53.4869087, -2.2206105 53.4869981, -2.2204701 53.4869505, -2.2205556 53.4868612, -2.2206959 53.4869087))",POINT (-2.220583024040268 53.48692963505366)
,3611,726890713,,house,,"POLYGON ((-2.2205314 53.4870371, -2.2204323 53.487132, -2.2203065 53.4870855, -2.2204056 53.4869906, -2.2205314 53.4870371))",POINT (-2.22041895 53.48706130000001)
,3612,726890714,,house,,"POLYGON ((-2.2206605 53.4873219, -2.2205997 53.487263, -2.220742 53.487211, -2.2208028 53.48727, -2.2206605 53.4873219))",POINT (-2.220701261945702 53.4872664670784)
,3613,726890715,,house,,"POLYGON ((-2.2210113 53.4871417, -2.2208165 53.487221, -2.2207431 53.4871571, -2.220938 53.4870779, -2.2210113 53.4871417))",POINT (-2.220877200936279 53.48714943519358)
,3614,726890716,,house,,"POLYGON ((-2.2212458 53.4870605, -2.2210437 53.4871367, -2.2209737 53.487071, -2.2211757 53.4869947, -2.2212458 53.4870605))",POINT (-2.221109750022818 53.48706571537949)
,3615,726890717,,house,,"POLYGON ((-2.2214793 53.4869809, -2.221269 53.4870544, -2.2211964 53.4869809, -2.2214067 53.4869074, -2.2214793 53.4869809))",POINT (-2.22133785 53.48698090000001)
,3616,726890718,,house,,"POLYGON ((-2.2205472 53.4873745, -2.2204605 53.4874355, -2.2202638 53.4873367, -2.2203505 53.4872756, -2.2205472 53.4873745))",POINT (-2.220405487376185 53.48735556498291)
,3617,726890719,,house,,"POLYGON ((-2.2203238 53.4872601, -2.2202108 53.4873372, -2.2200735 53.4872658, -2.2201865 53.4871888, -2.2203238 53.4872601))",POINT (-2.220198652718971 53.48726298327141)
,3618,726893829,,house,,"POLYGON ((-2.2203838 53.4880881, -2.2203413 53.4879588, -2.2204867 53.4879419, -2.2205292 53.4880712, -2.2203838 53.4880881))",POINT (-2.22043525 53.488015)
,3619,726893830,,house,,"POLYGON ((-2.2204152 53.4881163, -2.2204699 53.4882857, -2.2205902 53.4882719, -2.2205356 53.4881026, -2.2204152 53.4881163))",POINT (-2.220502716164057 53.48819411806739)
,3620,726893831,,house,,"POLYGON ((-2.2204812 53.4883085, -2.220514 53.4884019, -2.220652 53.4883848, -2.2206191 53.4882913, -2.2204812 53.4883085))",POINT (-2.22056658948476 53.48834662685999)
,3621,726893832,,house,,"POLYGON ((-2.2205304 53.4884286, -2.2205975 53.4886001, -2.2207531 53.4885785, -2.220686 53.488407, -2.2205304 53.4884286))",POINT (-2.22064175 53.48850355000001)
,3622,726893833,,house,,"POLYGON ((-2.2206539 53.4887493, -2.220606 53.488639, -2.2207676 53.4886141, -2.2208156 53.4887245, -2.2206539 53.4887493))",POINT (-2.220710789512367 53.48868172598588)
,3623,726893834,,house,,"POLYGON ((-2.2212812 53.4886167, -2.2211701 53.4885582, -2.221043 53.4886437, -2.2211541 53.4887022, -2.2212812 53.4886167))",POINT (-2.2211621 53.4886302)
,3624,726893835,,house,,"POLYGON ((-2.2211226 53.4887218, -2.2210285 53.4886723, -2.2209293 53.4887392, -2.2210234 53.4887886, -2.2211226 53.4887218))",POINT (-2.221025950733765 53.48873046660061)
,3625,726893836,,house,,"POLYGON ((-2.2209136 53.488891, -2.2207905 53.4888317, -2.2208852 53.4887621, -2.2210083 53.4888215, -2.2209136 53.488891))",POINT (-2.220899396365406 53.48882656683688)
,3626,726893837,,house,,"POLYGON ((-2.2203125 53.4893513, -2.2201299 53.489287, -2.2202161 53.4892003, -2.2203987 53.4892646, -2.2203125 53.4893513))",POINT (-2.220264300000001 53.48927579999999)
,3627,726893838,,house,,"POLYGON ((-2.2204375 53.4892433, -2.2203005 53.4891738, -2.2204379 53.489078, -2.2205749 53.4891475, -2.2204375 53.4892433))",POINT (-2.2204377 53.48916065)
,3628,726893839,,house,,"POLYGON ((-2.2207724 53.4890443, -2.2205743 53.4889423, -2.2204682 53.4890151, -2.2206663 53.4891172, -2.2207724 53.4890443))",POINT (-2.220620309233111 53.48902973421961)
,3629,726893840,,house,,"POLYGON ((-2.2205367 53.4889379, -2.2203723 53.4888625, -2.2202814 53.4889328, -2.2204459 53.4890081, -2.2205367 53.4889379))",POINT (-2.220409057985799 53.48893531616032)
,3630,726893841,,house,,"POLYGON ((-2.2200341 53.4890573, -2.2202092 53.4889757, -2.2203168 53.4890574, -2.2201417 53.4891391, -2.2200341 53.4890573))",POINT (-2.220175443116061 53.48905738333089)
,3631,731774301,,yes,,"POLYGON ((-2.251635 53.4868328, -2.2514584 53.4868087, -2.251533 53.4866154, -2.2517097 53.4866396, -2.251635 53.4868328))",POINT (-2.251584023390765 53.48672411214201)
,3632,733085843,,retail,,"POLYGON ((-2.2404551 53.4736971, -2.240612 53.4736725, -2.2404549 53.4734951, -2.2403629 53.4735719, -2.240351 53.4735804, -2.2404551 53.4736971))",POINT (-2.240472868158776 53.47360948232701)
,3633,734006529,,apartments,,"POLYGON ((-2.2425322 53.4734546, -2.2424044 53.4733059, -2.2421523 53.4733828, -2.2422817 53.473532, -2.2425322 53.4734546))",POINT (-2.242342500456568 53.47341881320378)
,3634,734006530,,terrace,,"POLYGON ((-2.2425494 53.473453, -2.2424727 53.4733638, -2.2425422 53.4733426, -2.2426189 53.4734319, -2.2425494 53.473453))",POINT (-2.242545798878989 53.4733978161445)
,3635,734006531,,terrace,,"POLYGON ((-2.2426189 53.4734319, -2.2425422 53.4733426, -2.2426172 53.47332, -2.2426931 53.4734091, -2.2426189 53.4734319))",POINT (-2.242617782944466 53.47337585773674)
,3636,734006532,,terrace,,"POLYGON ((-2.2427545 53.4733901, -2.2426813 53.4733009, -2.2427428 53.4732836, -2.2428189 53.4733712, -2.2427545 53.4733901))",POINT (-2.242749676445807 53.47333686081012)
,3637,734006533,,terrace,,"POLYGON ((-2.2426931 53.4734091, -2.2426172 53.47332, -2.2426813 53.4733009, -2.2427545 53.4733901, -2.2426931 53.4734091))",POINT (-2.242686271541632 53.47335477238457)
,3638,734006534,,terrace,,"POLYGON ((-2.2430268 53.4733078, -2.2429476 53.4732197, -2.2430166 53.4731983, -2.2430939 53.473287, -2.2430268 53.4733078))",POINT (-2.243021042757734 53.47325299333057)
,3639,734006535,,terrace,,"POLYGON ((-2.2429561 53.4733296, -2.2428813 53.4732409, -2.2429476 53.4732197, -2.2430268 53.4733078, -2.2429561 53.4733296))",POINT (-2.242953351726452 53.47327490330241)
,3640,734006536,,terrace,,"POLYGON ((-2.2428857 53.4733509, -2.2428077 53.4732635, -2.2428813 53.4732409, -2.2429561 53.4733296, -2.2428857 53.4733509))",POINT (-2.242882414834838 53.47329587087095)
,3641,734006537,,terrace,,"POLYGON ((-2.2428189 53.4733712, -2.2427428 53.4732836, -2.2428077 53.4732635, -2.2428857 53.4733509, -2.2428189 53.4733712))",POINT (-2.242813953286095 53.47331747520053)
,3642,734011450,,parking,,"POLYGON ((-2.243722 53.4730652, -2.2436467 53.4729804, -2.2439588 53.4728823, -2.2440341 53.4729672, -2.243722 53.4730652))",POINT (-2.243840422574123 53.47297376589749)
,3643,737719727,,apartments,,"POLYGON ((-2.2439321 53.4749645, -2.2438477 53.4748702, -2.2436912 53.4749155, -2.2436993 53.4749276, -2.2436007 53.4749579, -2.2436825 53.475045, -2.2437779 53.4750141, -2.2437857 53.475022, -2.2438382 53.4750055, -2.2438311 53.4749978, -2.2439321 53.4749645))",POINT (-2.243768129859712 53.47495852064452)
,3644,737719728,,apartments,,"POLYGON ((-2.2438477 53.4748702, -2.2439321 53.4749645, -2.2441973 53.4748817, -2.2440662 53.4747389, -2.2439463 53.4747752, -2.243991 53.4748272, -2.2438477 53.4748702))",POINT (-2.244023565444072 53.47485798675061)
,3645,737719729,,apartments,,"POLYGON ((-2.2445402 53.4747447, -2.244458 53.4746525, -2.2443305 53.4746962, -2.2443376 53.4747068, -2.2442412 53.4747368, -2.2443146 53.4748163, -2.2444058 53.4747868, -2.2444155 53.4747973, -2.2444677 53.474781, -2.2444588 53.47477, -2.2445402 53.4747447))",POINT (-2.244393114117385 53.47473732671963)
,3646,737719730,,apartments,,"POLYGON ((-2.244458 53.4746525, -2.2445402 53.4747447, -2.2446411 53.4747136, -2.24465 53.4747226, -2.2447022 53.4747057, -2.2446942 53.4746978, -2.2447508 53.4746799, -2.2446783 53.4745946, -2.2446119 53.4746149, -2.2446035 53.4746055, -2.244458 53.4746525))",POINT (-2.244605417598344 53.4746683148108)
,3647,737719731,,apartments,,"POLYGON ((-2.2446783 53.4745946, -2.2447508 53.4746799, -2.2447659 53.4746973, -2.244949 53.4746383, -2.2449163 53.4745177, -2.2448835 53.4745203, -2.2448623 53.4744482, -2.244719 53.4744487, -2.2447446 53.4745272, -2.2447243 53.4745572, -2.2446898 53.4745493, -2.2446721 53.4745772, -2.2446898 53.4745804, -2.2446783 53.4745946))",POINT (-2.244812376947042 53.47457150997617)
ABC Buildings,3648,738176673,,commercial,,"POLYGON ((-2.2531618 53.4788009, -2.2523214 53.4786642, -2.2525474 53.4781634, -2.2534032 53.4783022, -2.2531618 53.4788009))",POINT (-2.252858852372073 53.47848193591665)
,3649,738348854,,apartments,,"POLYGON ((-2.240371 53.477267, -2.2401434 53.4771329, -2.2399858 53.4772316, -2.2401241 53.4773646, -2.2402029 53.4773671, -2.240371 53.477267))",POINT (-2.240169274901133 53.47725727808847)
,3650,738348855,,commercial,,"POLYGON ((-2.2399858 53.4772316, -2.2401434 53.4771329, -2.2400881 53.477096, -2.2399394 53.4771855, -2.2399858 53.4772316))",POINT (-2.240038838743759 53.47716216213436)
,3651,738348856,,apartments,,"POLYGON ((-2.240371 53.477267, -2.2401434 53.4771329, -2.2404203 53.4769642, -2.2406526 53.4770955, -2.240371 53.477267))",POINT (-2.240397149248141 53.47711508075044)
,3652,738348857,,commercial,,"POLYGON ((-2.2406526 53.4770955, -2.2404203 53.4769642, -2.2403887 53.4769475, -2.2406538 53.4768065, -2.2408896 53.4769524, -2.2406526 53.4770955))",POINT (-2.24064412438901 53.47695050750814)
,3653,738348858,,commercial,,"POLYGON ((-2.2408896 53.4769524, -2.2406538 53.4768065, -2.2405834 53.4767677, -2.2404891 53.4767156, -2.2405843 53.4766621, -2.2406446 53.4766964, -2.2407331 53.476643, -2.2407575 53.4766569, -2.2408247 53.4766953, -2.2410778 53.4768401, -2.2408896 53.4769524))",POINT (-2.240795407051993 53.47678942116931)
,3654,738348859,,commercial,,"POLYGON ((-2.2410778 53.4768401, -2.2408247 53.4766953, -2.2408445 53.4766877, -2.2407149 53.4765373, -2.2407103 53.476532, -2.2409812 53.4764394, -2.2412521 53.4767308, -2.2410778 53.4768401))",POINT (-2.240986069734034 53.47663722999618)
,3655,738348860,,commercial,,"POLYGON ((-2.2399394 53.4771855, -2.2400881 53.477096, -2.2400711 53.4770851, -2.2403605 53.4769131, -2.2403402 53.4769015, -2.2405834 53.4767677, -2.2404891 53.4767156, -2.2404745 53.476723, -2.2398111 53.4770616, -2.2399394 53.4771855))",POINT (-2.240165522364034 53.47695382656548)
,3656,738348861,,commercial,,"POLYGON ((-2.2398111 53.4770616, -2.2404745 53.476723, -2.2404134 53.4766203, -2.2401887 53.4767409, -2.2397477 53.4769778, -2.2397393 53.4769874, -2.2397422 53.4770034, -2.2398111 53.4770616))",POINT (-2.240114683745693 53.47684371595597)
,3657,738348862,,commercial,,"POLYGON ((-2.2404134 53.4766203, -2.2401887 53.4767409, -2.2400732 53.4765383, -2.2403317 53.4764782, -2.2404134 53.4766203))",POINT (-2.240244734538959 53.47659709678285)
,3658,738348863,,roof,,"POLYGON ((-2.2407575 53.4766569, -2.2408247 53.4766953, -2.2408445 53.4766877, -2.2407149 53.4765373, -2.2406913 53.4765533, -2.2407575 53.4766569))",POINT (-2.240762751207742 53.47662080714954)
,3659,738348864,,apartments,,"POLYGON ((-2.2395333 53.4768129, -2.2396814 53.4767413, -2.2397012 53.4767318, -2.2397197 53.4767478, -2.2398075 53.4767066, -2.2397913 53.4766892, -2.2398182 53.4766793, -2.2399531 53.4766296, -2.2400139 53.4767345, -2.239682 53.4769028, -2.2396311 53.4769023, -2.2395333 53.4768129))",POINT (-2.239781550289614 53.47677458521596)
,3660,738348865,,commercial,,"POLYGON ((-2.2399531 53.4766296, -2.2398182 53.4766793, -2.2398104 53.4766686, -2.2397166 53.4765397, -2.2398414 53.4764856, -2.2398768 53.4764934, -2.2399531 53.4766296))",POINT (-2.239837818102295 53.4765799670672)
,3661,738348866,,apartments,,"POLYGON ((-2.2398104 53.4766686, -2.2397883 53.4766768, -2.2397821 53.4766694, -2.2396588 53.476718, -2.2396814 53.4767413, -2.2395333 53.4768129, -2.2394047 53.4766855, -2.2394024 53.4766717, -2.2397166 53.4765397, -2.2398104 53.4766686))",POINT (-2.239603998562584 53.4766742830543)
,3662,738349921,,commercial,,"POLYGON ((-2.2393326 53.4762487, -2.2391177 53.476086, -2.238795 53.4762249, -2.238996 53.4763675, -2.239043 53.4763734, -2.2393326 53.4762487))",POINT (-2.239065714965867 53.4762349233001)
,3663,738349922,,commercial,,"POLYGON ((-2.2391177 53.476086, -2.238795 53.4762249, -2.2386022 53.4760881, -2.2387958 53.476006, -2.2389435 53.4759613, -2.238969 53.4759696, -2.2391177 53.476086))",POINT (-2.238861721298106 53.47608825646023)
,3664,738799435,,commercial,,"POLYGON ((-2.2415944 53.4764972, -2.2415202 53.4764209, -2.2414917 53.4763916, -2.2413913 53.476427, -2.2412185 53.4762464, -2.2410445 53.4763041, -2.2412979 53.4765792, -2.2414111 53.4765924, -2.2415944 53.4764972))",POINT (-2.241313797790395 53.47643338187137)
,3665,738799436,,commercial,,"POLYGON ((-2.2415202 53.4764209, -2.2415711 53.4763902, -2.241689 53.4764618, -2.2416067 53.4765101, -2.2415944 53.4764972, -2.2415202 53.4764209))",POINT (-2.241600737647977 53.47644878323184)
,3666,738799437,,commercial,,"POLYGON ((-2.241689 53.4764618, -2.2415711 53.4763902, -2.2415268 53.4763717, -2.2413347 53.476186, -2.2414465 53.476146, -2.2418408 53.476368, -2.241689 53.4764618))",POINT (-2.241585452286866 53.47630467562507)
,3667,738799438,,commercial,,"POLYGON ((-2.2418408 53.476368, -2.2414465 53.476146, -2.241415 53.4761267, -2.2416564 53.4760569, -2.2420167 53.476264, -2.2418408 53.476368))",POINT (-2.241728352868101 53.47620479430951)
,3668,738799439,,commercial,,"POLYGON ((-2.2420167 53.476264, -2.2421915 53.4761563, -2.2420126 53.4760505, -2.2420614 53.4760202, -2.2420075 53.4759839, -2.241944 53.4760033, -2.2419049 53.4759779, -2.2416564 53.4760569, -2.2420167 53.476264))",POINT (-2.241939780371883 53.47610940674525)
,3669,738799440,,commercial,,"POLYGON ((-2.2421915 53.4761563, -2.2420126 53.4760505, -2.2420614 53.4760202, -2.2421732 53.4759513, -2.2422728 53.4760559, -2.2422799 53.4760759, -2.2422789 53.476094, -2.2422657 53.4761116, -2.2421915 53.4761563))",POINT (-2.242163186094557 53.47605732114347)
,3670,738799441,,commercial,,"POLYGON ((-2.2421732 53.4759513, -2.2420614 53.4760202, -2.2420075 53.4759839, -2.241944 53.4760033, -2.2419049 53.4759779, -2.2421305 53.4759101, -2.2421732 53.4759513))",POINT (-2.242055679353954 53.47596544033555)
,3671,738799442,,commercial,,"POLYGON ((-2.2421305 53.4759101, -2.2419049 53.4759779, -2.2416564 53.4760569, -2.241415 53.4761267, -2.2412532 53.4761674, -2.2406449 53.4755406, -2.2415147 53.4752662, -2.2421305 53.4759101))",POINT (-2.241388228959016 53.47572188987947)
,3672,741901318,,yes,,"POLYGON ((-2.235648 53.4868454, -2.2353932 53.4869491, -2.2360289 53.4874918, -2.2366539 53.4872508, -2.2370401 53.4868406, -2.2364286 53.4866459, -2.2362784 53.4868055, -2.2366726 53.4869061, -2.2364366 53.487104, -2.2361362 53.4872428, -2.235648 53.4868454))",POINT (-2.236261516501047 53.48707873451388)
,3673,741901319,,yes,,"POLYGON ((-2.236148 53.4864831, -2.2357138 53.486803, -2.2359433 53.4869133, -2.2363775 53.4865934, -2.236148 53.4864831))",POINT (-2.236045649999999 53.48669819999999)
,3674,746224810,,parking,,"POLYGON ((-2.2623052 53.4843866, -2.2623106 53.484547, -2.2626799 53.4845427, -2.2626746 53.4843822, -2.2623052 53.4843866))",POINT (-2.262492593824975 53.48446462103749)
,3675,766106286,,post_office,,"POLYGON ((-2.213641 53.4833611, -2.2134961 53.4832924, -2.2135218 53.483274, -2.2135929 53.483223, -2.2137394 53.4832903, -2.213641 53.4833611))",POINT (-2.213617569446156 53.4832918157662)
Betfred,3676,766106287,,yes,,"POLYGON ((-2.2135218 53.483274, -2.2134264 53.4832318, -2.2135012 53.4831809, -2.2135929 53.483223, -2.2135218 53.483274))",POINT (-2.213510277440146 53.48322746535653)
Adelphi Wharf 1,3677,781764693,,residential,,"POLYGON ((-2.2651211 53.486576, -2.2651326 53.4865149, -2.265468 53.4865353, -2.2655166 53.4863794, -2.2648773 53.4863369, -2.264836 53.4865571, -2.2651211 53.486576))",POINT (-2.265148129443968 53.4864514196756)
,3678,781764694,,residential,,"POLYGON ((-2.2653718 53.4868828, -2.2648117 53.4868515, -2.2648516 53.4865981, -2.2651141 53.4866128, -2.2651009 53.486697, -2.2653984 53.4867137, -2.2653718 53.4868828))",POINT (-2.265080667392918 53.48675702704259)
,3679,781764695,,residential,,"POLYGON ((-2.2652382 53.4872348, -2.2644952 53.4871901, -2.2646588 53.4870433, -2.2647125 53.4870433, -2.2647366 53.4868662, -2.2649539 53.4868853, -2.2649431 53.4870545, -2.265273 53.48708, -2.2653079 53.487232, -2.2652382 53.4872348))",POINT (-2.264907317790952 53.48709477167045)
Welcome Inn,3680,781943957,,pub,,"POLYGON ((-2.2722904 53.473704, -2.2723526 53.4735742, -2.2720173 53.4735173, -2.2719551 53.4736471, -2.2722904 53.473704))",POINT (-2.272153849999999 53.47361065)
,3681,781943958,,parking,,"POLYGON ((-2.2725768 53.4738391, -2.2726563 53.4736809, -2.2723294 53.4736227, -2.2722904 53.473704, -2.2722508 53.4737811, -2.2725768 53.4738391))",POINT (-2.272453645983478 53.47373096535521)
Mount Carmel Court,3682,781943962,,social_facility,,"POLYGON ((-2.2706875 53.4734894, -2.2708044 53.4732986, -2.2708124 53.4733003, -2.2708168 53.4732931, -2.2708636 53.4732167, -2.2707549 53.4731931, -2.2708361 53.4730606, -2.2706597 53.4730223, -2.2706298 53.473071, -2.2706129 53.4730673, -2.2705977 53.4730921, -2.2706147 53.4730958, -2.2706024 53.4731159, -2.2705736 53.4731628, -2.2705566 53.4731591, -2.2705147 53.4732276, -2.2705316 53.4732312, -2.2705068 53.4732719, -2.2705949 53.4732911, -2.2705899 53.4732993, -2.2705422 53.4733772, -2.2705251 53.4733735, -2.2705222 53.4733782, -2.2705191 53.4733833, -2.270516 53.4733883, -2.2705119 53.4733951, -2.270529 53.4733988, -2.2704986 53.4734484, -2.2706875 53.4734894))",POINT (-2.27067302549092 53.47325623440258)
,3683,781944306,,house,,"POLYGON ((-2.2732886 53.4730067, -2.273323 53.4729407, -2.2731851 53.4729152, -2.2731506 53.4729812, -2.2732886 53.4730067))",POINT (-2.273236820165679 53.47296095309333)
,3684,781944311,,house,,"POLYGON ((-2.271612 53.4732673, -2.2716465 53.4732012, -2.2715085 53.4731757, -2.2714741 53.4732418, -2.271612 53.4732673))",POINT (-2.271560279830523 53.47322149689992)
,3685,781944312,,house,,"POLYGON ((-2.2718199 53.4732976, -2.2718543 53.4732315, -2.2717164 53.473206, -2.2716819 53.4732721, -2.2718199 53.4732976))",POINT (-2.271768120169478 53.47325180310008)
,3686,781944313,,house,,"POLYGON ((-2.2720277 53.4733683, -2.2720622 53.4733022, -2.2719242 53.4732767, -2.2718898 53.4733428, -2.2720277 53.4733683))",POINT (-2.271975979830522 53.47332249689992)
,3687,781944314,,house,,"POLYGON ((-2.2725558 53.473343, -2.2725903 53.473277, -2.2724523 53.4732515, -2.2724179 53.4733175, -2.2725558 53.473343))",POINT (-2.272504079834322 53.47329724690668)
,3688,781944315,,house,,"POLYGON ((-2.2722886 53.4733645, -2.2723231 53.4732984, -2.2721851 53.4732729, -2.2721506 53.473339, -2.2722886 53.4733645))",POINT (-2.27223685 53.47331870000001)
,3689,781944316,,house,,"POLYGON ((-2.2727615 53.4733582, -2.272796 53.4732921, -2.2726581 53.4732666, -2.2726236 53.4733327, -2.2727615 53.4733582))",POINT (-2.2727098 53.4733124)
,3690,781944317,,house,,"POLYGON ((-2.2728273 53.4731701, -2.2728618 53.473104, -2.2727238 53.4730785, -2.2726893 53.4731446, -2.2728273 53.4731701))",POINT (-2.27277555 53.4731243)
,3691,781944318,,house,,"POLYGON ((-2.2731433 53.473372, -2.2731778 53.473306, -2.2730398 53.4732805, -2.2730053 53.4733465, -2.2731433 53.473372))",POINT (-2.27309155 53.47332625)
,3692,781944319,,house,,"POLYGON ((-2.2732204 53.4732623, -2.2732785 53.4731227, -2.2731507 53.4731039, -2.2730926 53.4732434, -2.2732204 53.4732623))",POINT (-2.273185555704108 53.4731830796298)
,3693,781944320,,house,,"POLYGON ((-2.2730648 53.4734907, -2.2730993 53.4734247, -2.2729613 53.4733992, -2.2729269 53.4734652, -2.2730648 53.4734907))",POINT (-2.273013079834321 53.47344494690667)
,3694,781944321,,house,,"POLYGON ((-2.2730118 53.4736169, -2.2730463 53.4735509, -2.2729083 53.4735254, -2.2728739 53.4735914, -2.2730118 53.4736169))",POINT (-2.272960079834322 53.47357114690667)
,3695,781944322,,house,,"POLYGON ((-2.2729906 53.473829, -2.2730251 53.473763, -2.2728871 53.4737375, -2.2728526 53.4738035, -2.2729906 53.473829))",POINT (-2.27293885 53.47378325)
,3696,781944323,,house,,"POLYGON ((-2.2727573 53.4737987, -2.2727918 53.4737327, -2.2726538 53.4737072, -2.2726193 53.4737732, -2.2727573 53.4737987))",POINT (-2.272705550000001 53.47375295000001)
,3697,781944324,,house,,"POLYGON ((-2.2718135 53.4735513, -2.271848 53.4734853, -2.27171 53.4734598, -2.2716756 53.4735258, -2.2718135 53.4735513))",POINT (-2.271761779834321 53.47350554690667)
,3698,781944325,,house,,"POLYGON ((-2.2717753 53.4736422, -2.2718098 53.4735762, -2.2716719 53.4735506, -2.2716374 53.4736167, -2.2717753 53.4736422))",POINT (-2.271723585129655 53.47359642015999)
,3699,781944326,,house,,"POLYGON ((-2.2712355 53.4735584, -2.2712984 53.4734239, -2.2711851 53.4734051, -2.2711221 53.4735396, -2.2712355 53.4735584))",POINT (-2.271210269624479 53.47348175899668)
,3700,781944327,,house,,"POLYGON ((-2.2726562 53.4735988, -2.2726883 53.4735325, -2.2724393 53.4734898, -2.2724072 53.473556, -2.2726562 53.4735988))",POINT (-2.272547778434818 53.47354428095618)
,3701,781944328,,house,,"POLYGON ((-2.2735049 53.4730385, -2.2735394 53.4729725, -2.2734015 53.472947, -2.273367 53.473013, -2.2735049 53.4730385))",POINT (-2.2734532 53.47299275)
,3702,781951803,,parking,,"POLYGON ((-2.2723231 53.478053, -2.2724454 53.4778147, -2.2724511 53.4778073, -2.2726461 53.4774265, -2.2722283 53.4773475, -2.2719588 53.4779985, -2.2723231 53.478053))",POINT (-2.272292326074193 53.47769800583472)
,3703,782525186,,parking,,"POLYGON ((-2.2658616 53.4749281, -2.2659566 53.4748573, -2.2659012 53.474831, -2.2661342 53.4746572, -2.2661953 53.4746862, -2.2662986 53.4746092, -2.265609 53.4742817, -2.2655414 53.4743321, -2.2653924 53.4744432, -2.2652427 53.4745548, -2.2651778 53.4746032, -2.2651935 53.4746107, -2.265305 53.4746637, -2.2658616 53.4749281))",POINT (-2.265722216423459 53.47459801995412)
,3704,782525187,,apartments,,"POLYGON ((-2.2632132 53.4775173, -2.2626402 53.4780453, -2.2625657 53.4780167, -2.2626063 53.4779792, -2.262581 53.4779695, -2.2625745 53.4779755, -2.2624898 53.4779429, -2.2629826 53.4774888, -2.2630577 53.4775177, -2.263049 53.4775256, -2.2630624 53.4775308, -2.2630759 53.477536, -2.2631306 53.4774855, -2.2632132 53.4775173))",POINT (-2.262835406453649 53.47774943041235)
,3705,782525188,,apartments,,"POLYGON ((-2.2621897 53.4778825, -2.2622069 53.4774226, -2.2621051 53.4774212, -2.2621043 53.4774425, -2.2619803 53.4774409, -2.261964 53.4778795, -2.2621897 53.4778825))",POINT (-2.262086539531759 53.4776567614546)
,3706,782525189,,apartments,,"POLYGON ((-2.2632794 53.4773486, -2.2640684 53.4769327, -2.2639982 53.4768855, -2.2639464 53.4769128, -2.2638679 53.4768601, -2.2631924 53.4772161, -2.263259 53.4772608, -2.2632715 53.4772543, -2.2632893 53.4772662, -2.2632151 53.4773054, -2.2632794 53.4773486))",POINT (-2.263606752672721 53.47709033196743)
,3707,782525190,,apartments,,"POLYGON ((-2.2629125 53.4771031, -2.263635 53.476715, -2.2635112 53.4766334, -2.26285 53.4769886, -2.262912 53.4770295, -2.2628928 53.4770399, -2.2628508 53.4770624, -2.2629125 53.4771031))",POINT (-2.263227923984718 53.47686126184798)
,3708,782529195,,yes,,"POLYGON ((-2.2703282 53.4794482, -2.2703584 53.479428, -2.270234 53.4793621, -2.2702038 53.4793823, -2.2703282 53.4794482))",POINT (-2.270281100000002 53.47940514999999)
,3709,782529197,,parking,,"POLYGON ((-2.2719377 53.4799216, -2.2717987 53.4802264, -2.2717509 53.4803152, -2.271228 53.4802289, -2.2715823 53.480043, -2.2711803 53.4797858, -2.2719377 53.4799216))",POINT (-2.271610521988426 53.48006353907783)
,3710,782529198,,parking,,"POLYGON ((-2.2734039 53.4792311, -2.2734674 53.4790285, -2.2725318 53.4789622, -2.2724972 53.4791555, -2.2734039 53.4792311))",POINT (-2.272979576722934 53.47909419546779)
Fish4Parts,3711,782543209,,yes,,"POLYGON ((-2.2728694 53.4807389, -2.2731776 53.4807908, -2.2730536 53.4810507, -2.2725459 53.4809652, -2.2726833 53.4806514, -2.2728936 53.4806868, -2.2728694 53.4807389))",POINT (-2.272853290551156 53.48086342871223)
,3712,782700019,,parking,,"POLYGON ((-2.2661264 53.4758849, -2.2663666 53.4759069, -2.266459 53.4755286, -2.2662188 53.4755088, -2.2661264 53.4758849))",POINT (-2.266292797394395 53.47570737899893)
